gb|13384-14226	MB-RF037|MB-RF093|MB-RF099
gb|ACV32635.1|ARO:3001172|SHV-125	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ACV32636.1|ARO:3001173|SHV-126	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ACV32637.1|ARO:3001174|SHV-127	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ACV44455.1|ARO:3002404|OXY-2-9	MB-RF034|MB-RF102
gb|ACV44456.1|ARO:3002405|OXY-2-10	MB-RF034|MB-RF102
gb|ACV69996.1|ARO:3002386|BEL-2	MB-RF034|MB-RF059
gb|ACV92002.1|ARO:3001932|CTX-M-71	MB-RF034|MB-RF048
gb|ACX31140.1|ARO:3001453|OXA-148	MB-RF037|MB-RF093|MB-RF101
gb|ACX31141.1|ARO:3001454|OXA-149	MB-RF037|MB-RF093|MB-RF101
gb|ACX31142.1|ARO:3001455|OXA-150	MB-RF037|MB-RF093|MB-RF101
gb|ACX34099.1|ARO:3001951|CTX-M-91	MB-RF034|MB-RF048
gb|ACX65640.1|ARO:3003907|cipA	MB-RF032
gb|ACX70402.1|ARO:3001654|OXA-143	MB-RF037|MB-RF093|MB-RF100
gb|ACX71212.1|ARO:3001860|IMI-3	MB-RF034|MB-RF062
gb|ACX92986.2|ARO:3002832|vgaD	MB-RF006
gb|ACY01749.1|ARO:3002217|IMP-26	MB-RF035|MB-RF063|MB-RF123
gb|ACY29468.1|ARO:3002289|VIM-19	MB-RF035|MB-RF123|MB-RF160
gb|ACY56711.1|ARO:3002480|OXA-144	MB-RF037|MB-RF093|MB-RF101
gb|ACY74743.1|ARO:3001952|CTX-M-92	MB-RF034|MB-RF048
gb|ACZ54536.1|ARO:3002342|GES-13	MB-RF034|MB-RF059
gb|ACZ65152.1|ARO:3002264|IND-8	MB-RF035|MB-RF065|MB-RF123
gb|ACZ65153.1|ARO:3002265|IND-9	MB-RF035|MB-RF065|MB-RF123
gb|ACZ72746.1|ARO:3004808|GOB-16	MB-RF035|MB-RF061|MB-RF125|MB-RF070
gb|ACZ98826.1|ARO:3002344|GES-15	MB-RF034|MB-RF059
gb|ADA13241.1|ARO:3002266|IND-10	MB-RF035|MB-RF065|MB-RF123
gb|ADA62098.1|ARO:3003905|ANT(4')-Ib	MB-RF011|MB-RF012|MB-RF015
gb|ADA78299.1|ARO:3004801|FTU-1	MB-RF034
gb|ADA79630.1|ARO:3001037|TEM-171	MB-RF034|MB-RF127
gb|ADB28891.1|ARO:3001663|OXA-160	MB-RF037|MB-RF093|MB-RF100
gb|ADB56658.1|ARO:3004753|BIC-1	MB-RF034
gb|ADB90239.1|ARO:3001041|TEM-176	MB-RF034|MB-RF127
gb|ADC55560.1|ARO:3000858|armA	MB-RF001
gb|ADC91899.1|ARO:3002343|GES-14	MB-RF034|MB-RF059
gb|ADD80743.1|ARO:3002368|PER-6	MB-RF034|MB-RF104
gb|ADE08533.1|ARO:3001176|SHV-129	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADE58494.1|ARO:3001175|SHV-128	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADG27454.1|ARO:3001776|OXA-162	MB-RF037|MB-RF093|MB-RF095
gb|ADG46039.1|ARO:3004615|ADC-11	MB-RF036
gb|ADH82410.1|ARO:3002058|CMY-47	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADH95186.1|ARO:3002321|KPC-11	MB-RF034|MB-RF067
gb|ADI58616.1|ARO:3001656|OXA-172	MB-RF037|MB-RF093|MB-RF101
gb|ADI58617.1|ARO:3001657|OXA-173	MB-RF037|MB-RF093|MB-RF101
gb|ADI58618.1|ARO:3001658|OXA-174	MB-RF037|MB-RF093|MB-RF101
gb|ADI58619.1|ARO:3001659|OXA-175	MB-RF037|MB-RF093|MB-RF101
gb|ADI58620.1|ARO:3001660|OXA-176	MB-RF037|MB-RF093|MB-RF101
gb|ADI58621.1|ARO:3001661|OXA-177	MB-RF037|MB-RF093|MB-RF101
gb|ADI58622.1|ARO:3001472|OXA-178	MB-RF037|MB-RF093|MB-RF101
gb|ADJ94120.1|ARO:3002345|GES-16	MB-RF034|MB-RF059
gb|ADK11041.1|ARO:3001954|CTX-M-94	MB-RF034|MB-RF048
gb|ADK25050.1|ARO:3002267|IND-11	MB-RF035|MB-RF065|MB-RF123
gb|ADK25051.1|ARO:3002268|IND-12	MB-RF035|MB-RF065|MB-RF123
gb|ADK34116.1|ARO:3001662|OXA-164	MB-RF037|MB-RF093|MB-RF099
gb|ADK35869.1|ARO:3001465|OXA-165	MB-RF037|MB-RF093|MB-RF100
gb|ADK35870.1|ARO:3001466|OXA-166	MB-RF037|MB-RF093|MB-RF100
gb|ADK35871.1|ARO:3001467|OXA-167	MB-RF037|MB-RF093|MB-RF100
gb|ADK35872.1|ARO:3001468|OXA-168	MB-RF037|MB-RF093|MB-RF100
gb|ADK35873.1|ARO:3001469|OXA-169	MB-RF037|MB-RF093|MB-RF100
gb|ADK35874.1|ARO:3001470|OXA-170	MB-RF037|MB-RF093|MB-RF100
gb|ADK35875.1|ARO:3001471|OXA-171	MB-RF037|MB-RF093|MB-RF100
gb|ADK38716.1|ARO:3002269|IND-14	MB-RF035|MB-RF065|MB-RF123
gb|ADK55604.1|ARO:3002065|CMY-54	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADK55605.1|ARO:3002066|CMY-55	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADK73994.1|ARO:3002161|FOX-8	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|ADK92148.1|ARO:3001709|OXA-182	MB-RF037|MB-RF093|MB-RF100
gb|ADL13944.1|ARO:3000903|TEM-33	MB-RF034|MB-RF127
gb|ADL27532.1|ARO:3001958|CTX-M-99	MB-RF034|MB-RF048
gb|ADL27533.1|ARO:3002294|VIM-24	MB-RF035|MB-RF123|MB-RF160
gb|ADM21467.1|ARO:3002053|CMY-42	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADM25824.1|ARO:3001178|SHV-134	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADM26744.1|ARO:3001473|OXA-179	MB-RF037|MB-RF093|MB-RF101
gb|ADM26745.1|ARO:3001474|OXA-180	MB-RF037|MB-RF093|MB-RF101
gb|ADM47435.1|ARO:3001695|OXA-134	MB-RF037|MB-RF093|MB-RF098
gb|ADM61585.1|ARO:3001047|TEM-187	MB-RF034|MB-RF127
gb|ADM92605.1|ARO:3000553|adeR	MB-RF022|MB-RF060|MB-RF108
gb|ADM92606.1|ARO:3000549|adeS	MB-RF010|MB-RF023|MB-RF060|MB-RF108|MB-RF010|MB-RF108
gb|ADN26580.1|ARO:3001953|CTX-M-93	MB-RF034|MB-RF048
gb|ADO17948.1|ARO:3001957|CTX-M-98	MB-RF034|MB-RF048
gb|ADO50679.1|ARO:3002295|VIM-25	MB-RF035|MB-RF123|MB-RF160
gb|ADP02979.1|ARO:3002059|CMY-48	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADP20705.1|ARO:3001373|TEM-182	MB-RF034|MB-RF127
gb|ADP37961.1|ARO:3002068|CMY-57	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADQ00385.1|ARO:3002136|DHA-7	MB-RF036|MB-RF049
gb|ADQ38362.1|ARO:3002064|CMY-53	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADQ43421.1|ARO:3002646|APH(3')-IIc	MB-RF011|MB-RF018|MB-RF020
gb|ADR66517.1|ARO:3001179|SHV-135	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADR71220.1|ARO:3001045|TEM-183	MB-RF034|MB-RF127
gb|ADR80606.1|ARO:3001157|SHV-108	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADR80609.1|ARO:3001169|SHV-122	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADT70779.1|ARO:3001805|OXA-198	MB-RF037|MB-RF093
gb|ADT91161.1|ARO:3002135|DHA-6	MB-RF036|MB-RF049
gb|ADT91162.1|ARO:3002067|CMY-56	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADV41666.1|ARO:3001475|OXA-183	MB-RF037|MB-RF093|MB-RF094
gb|ADW66527.1|ARO:3004677|rmtD2	MB-RF001
gb|ADW77562.1|ARO:3002479|LEN-25	MB-RF034|MB-RF113|MB-RF114|MB-RF116|MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|ADW84690.1|ARO:3002077|CMY-64	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADX04315.1|ARO:3003870|ADC-31	MB-RF036
gb|ADX07745.1|ARO:3001665|OXA-200	MB-RF037|MB-RF093|MB-RF101
gb|ADX07746.1|ARO:3001666|OXA-201	MB-RF037|MB-RF093|MB-RF101
gb|ADX07747.1|ARO:3001667|OXA-202	MB-RF037|MB-RF093|MB-RF101
gb|ADX07748.1|ARO:3001664|OXA-203	MB-RF037|MB-RF093|MB-RF101
gb|ADX78234.1|ARO:3002297|VIM-27	MB-RF035|MB-RF123|MB-RF160
gb|ADY02545.1|ARO:3001960|CTX-M-101	MB-RF034|MB-RF048
gb|ADY02546.1|ARO:3001961|CTX-M-102	MB-RF034|MB-RF048
gb|ADY02554.1|ARO:3001965|CTX-M-105	MB-RF034|MB-RF048
gb|ADY02555.1|ARO:3001963|CTX-M-104	MB-RF034|MB-RF048
gb|ADY06444.1|ARO:3001783|OXA-163	MB-RF037|MB-RF093|MB-RF095
gb|ADY19254.1|ARO:3002072|CMY-58	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|ADZ31262.1|ARO:3001966|CTX-M-106	MB-RF034|MB-RF048
gb|ADZ48685.1|ARO:3002346|GES-17	MB-RF034|MB-RF059
gb|ADZ54048.1|ARO:3001766|OXA-192	MB-RF037|MB-RF093
gb|ADZ75467.1|ARO:3002322|KPC-12	MB-RF034|MB-RF067
gb|AEA07977.1|ARO:3004641|aacA43	MB-RF011
gb|AEA37904.1|ARO:3003112|lsaC	MB-RF006
gb|AEA41876.1|ARO:3000590|NDM-2	MB-RF035|MB-RF090|MB-RF123
gb|AEA73284.1|ARO:3002323|KPC-13	MB-RF034|MB-RF067
gb|AEB98920.1|ARO:3001479|OXA-194	MB-RF037|MB-RF093|MB-RF101
gb|AEB98921.1|ARO:3001480|OXA-195	MB-RF037|MB-RF093|MB-RF101
gb|AEB98922.1|ARO:3001481|OXA-196	MB-RF037|MB-RF093|MB-RF101
gb|AEB98923.1|ARO:3001482|OXA-197	MB-RF037|MB-RF093|MB-RF101
gb|AEE61368.1|ARO:3001487|OXA-210	MB-RF037|MB-RF093|MB-RF097
gb|AEG47700.1|ARO:3003878|ADC-56	MB-RF036
gb|AEG64812.1|ARO:3001374|TEM-185	MB-RF034|MB-RF127
gb|AEG79634.1|ARO:3001167|SHV-120	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEH41427.1|ARO:3002218|IMP-27	MB-RF035|MB-RF063|MB-RF123
gb|AEI25539.1|ARO:3002298|VIM-28	MB-RF035|MB-RF123|MB-RF160
gb|AEI52842.1|ARO:3002078|CMY-65	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEI54993.1|ARO:3002369|PER-7	MB-RF034|MB-RF104
gb|AEI70324.1|ARO:3001976|CTX-M-116	MB-RF034|MB-RF048
gb|AEI70575.1|ARO:3001826|ACT-9	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AEI83429.1|ARO:3001168|SHV-121	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEI83430.1|ARO:3001181|SHV-137	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEJ08681.1|ARO:3001109|SHV-52	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEK48085.1|ARO:3001056|TEM-197	MB-RF034|MB-RF127
gb|AEK48094.1|ARO:3001159|SHV-110	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEK78851.1|ARO:3002163|FOX-9	MB-RF038|MB-RF039|MB-RF042|MB-RF036|MB-RF038
gb|AEK80394.1|ARO:3001182|SHV-140	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEL17179.1|ARO:3001668|OXA-219	MB-RF037|MB-RF093|MB-RF101
gb|AEL17198.1|ARO:3001048|TEM-188	MB-RF034|MB-RF127
gb|AEL22919.1|ARO:3002138|DHA-5	MB-RF036|MB-RF049
gb|AEL30572.1|ARO:3004617|ADC-30	MB-RF036
gb|AEL79515.1|ARO:3001049|TEM-189	MB-RF034|MB-RF127
gb|AEL88240.1|ARO:3001050|TEM-190	MB-RF034|MB-RF127
gb|AEL88491.1|ARO:3001669|OXA-223	MB-RF037|MB-RF093|MB-RF101
gb|AEM44648.1|ARO:3001970|CTX-M-110	MB-RF034|MB-RF048
gb|AEM44649.1|ARO:3001971|CTX-M-111	MB-RF034|MB-RF048
gb|AEM44650.1|ARO:3001967|CTX-M-107	MB-RF034|MB-RF048
gb|AEM44651.1|ARO:3001968|CTX-M-108	MB-RF034|MB-RF048
gb|AEM44652.1|ARO:3001972|CTX-M-112	MB-RF034|MB-RF048
gb|AEM44653.1|ARO:3001973|CTX-M-113	MB-RF034|MB-RF048
gb|AEM44654.1|ARO:3001969|CTX-M-109	MB-RF034|MB-RF048
gb|AEM62948.1|ARO:3003196|tet(45)	MB-RF086|MB-RF142
gb|AEM66528.1|ARO:3001809|OXA-209	MB-RF037|MB-RF093
gb|AEM97672.1|ARO:3002073|CMY-60	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEM97673.1|ARO:3002074|CMY-61	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEM97674.1|ARO:3002075|CMY-62	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEN03071.1|ARO:3000467|NDM-5	MB-RF035|MB-RF090|MB-RF123
gb|AEN75249.1|ARO:3002229|IMP-38	MB-RF035|MB-RF063|MB-RF123
gb|AEO25219.1|ARO:3004651|lin	MB-RF006
gb|AEO44980.1|ARO:3001489|OXA-217	MB-RF037|MB-RF093|MB-RF101
gb|AEO92079.1|ARO:3001483|OXA-205	MB-RF037|MB-RF093|MB-RF097
gb|AEP16366.1|ARO:3001784|OXA-181	MB-RF037|MB-RF093|MB-RF095
gb|AEP40500.1|ARO:3002912|vanN	MB-RF149
gb|AEP40502.2|ARO:3002975|vanTN	MB-RF154
gb|AEP40503.1|ARO:3002929|vanRN	MB-RF152
gb|AEP40504.1|ARO:3002940|vanSN	MB-RF153|MB-RF060
gb|AEP43731.1|ARO:3001493|OXA-225	MB-RF037|MB-RF093|MB-RF100
gb|AEQ59620.1|ARO:3001052|TEM-192	MB-RF034|MB-RF127
gb|AEQ73520.1|ARO:3002209|IMP-18	MB-RF035|MB-RF063|MB-RF123
gb|AEQ73521.1|ARO:3001806|OXA-224	MB-RF037|MB-RF093|MB-RF096
gb|AER57903.1|ARO:3001500|OXA-251	MB-RF037|MB-RF093|MB-RF094
gb|AET05998.1|ARO:3001399|OXA-4	MB-RF037|MB-RF093|MB-RF096
gb|AET05999.1|ARO:3002300|VIM-30	MB-RF035|MB-RF123|MB-RF160
gb|AET07387.1|ARO:3002076|CMY-63	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AET10444.1|ARO:3004032|tetA(46)	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|AET10445.1|ARO:3004033|tetB(46)	MB-RF006|MB-RF010|MB-RF086|MB-RF088|MB-RF108
gb|AET15272.1|ARO:3003197|aadA25	MB-RF011|MB-RF012|MB-RF014
gb|AET35493.1|ARO:3001777|OXA-347	MB-RF037|MB-RF093
gb|AET99222.1|ARO:3001046|TEM-186	MB-RF034|MB-RF127
gb|AET99223.1|ARO:3001977|CTX-M-117	MB-RF034|MB-RF048
gb|AEU17778.1|ARO:3002224|IMP-33	MB-RF035|MB-RF063|MB-RF123
gb|AEV91214.1|ARO:3001832|ACT-10	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AEV91550.1|ARO:3001710|OXA-211	MB-RF037|MB-RF093|MB-RF098
gb|AEV91551.1|ARO:3001711|OXA-212	MB-RF037|MB-RF093|MB-RF098
gb|AEV91552.1|ARO:3001712|OXA-213	MB-RF037|MB-RF093|MB-RF101
gb|AEV91553.1|ARO:3001713|OXA-214	MB-RF037|MB-RF093|MB-RF099
gb|AEV91554.1|ARO:3001714|OXA-215	MB-RF037|MB-RF093|MB-RF099
gb|AEW46676.3|ARO:3001990|CTX-M-131	MB-RF034|MB-RF048
gb|AEX08599.1|ARO:3002356|NDM-6	MB-RF035|MB-RF090|MB-RF123
gb|AEX49906.1|ARO:3003583|basS	MB-RF060|MB-RF105
gb|AEX59144.1|ARO:3002347|GES-18	MB-RF034|MB-RF059
gb|AEX99752.1|ARO:3001184|SHV-142	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AEZ05106.1|ARO:3002587|AAC(6')-33	MB-RF004|MB-RF011
gb|AEZ05107.1|ARO:3002348|GES-19	MB-RF034|MB-RF059
gb|AEZ05108.1|ARO:3002349|GES-20	MB-RF034|MB-RF059
gb|AEZ36150.1|ARO:3000448|qepA	MB-RF086|MB-RF086|MB-RF142|MB-RF145
gb|AEZ49849.1|ARO:3002079|CMY-66	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEZ49855.1|ARO:3002081|CMY-68	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AEZ49857.1|ARO:3002302|VIM-32	MB-RF035|MB-RF123|MB-RF160
gb|AFA51699.1|ARO:3001980|CTX-M-121	MB-RF034|MB-RF048
gb|AFA51700.1|ARO:3001981|CTX-M-122	MB-RF034|MB-RF048
gb|AFA51701.1|ARO:3001982|CTX-M-123	MB-RF034|MB-RF048
gb|AFB82585.1|ARO:3002355|NDM-4	MB-RF035|MB-RF090|MB-RF123
gb|AFB82783.1|ARO:3001396|OXA-1	MB-RF037|MB-RF093|MB-RF096
gb|AFC60795.1|ARO:3001183|SHV-141	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFC75523.1|ARO:3001053|TEM-193	MB-RF034|MB-RF127
gb|AFC75524.1|ARO:3001054|TEM-194	MB-RF034|MB-RF127
gb|AFC75525.1|ARO:3001055|TEM-195	MB-RF034|MB-RF127
gb|AFC95894.1|ARO:3001814|OXA-199	MB-RF037|MB-RF093|MB-RF095
gb|AFE48832.1|ARO:3001376|TEM-196	MB-RF034|MB-RF127
gb|AFG25462.1|ARO:3002220|IMP-29	MB-RF035|MB-RF063|MB-RF123
gb|AFG25594.1|ARO:3004618|ADC-58	MB-RF036
gb|AFG25595.1|ARO:3004619|ADC-59	MB-RF036
gb|AFG29918.1|ARO:3001670|OXA-231	MB-RF037|MB-RF093|MB-RF100
gb|AFG73659.1|ARO:3002219|IMP-28	MB-RF035|MB-RF063|MB-RF123
gb|AFH35853.1|ARO:3001328|Escherichia	MB-RF086|MB-RF142|MB-RF145
gb|AFH36330.1|ARO:3001676|OXA-235	MB-RF037|MB-RF093|MB-RF098
gb|AFH36331.1|ARO:3001678|OXA-237	MB-RF037|MB-RF093|MB-RF098
gb|AFH36332.1|ARO:3001677|OXA-236	MB-RF037|MB-RF093|MB-RF098
gb|AFH53180.1|ARO:3004620|ADC-60	MB-RF036
gb|AFH88134.1|ARO:3001983|CTX-M-124	MB-RF034|MB-RF048
gb|AFI56422.1|ARO:3004777|CMH-1	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AFI56570.1|ARO:3003879|ADC-61	MB-RF036
gb|AFI72872.1|ARO:3002252|CARB-14	MB-RF030|MB-RF034
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib	MB-RF002|MB-RF003|MB-RF004|MB-RF011|MB-RF011|MB-RF012|MB-RF014|MB-RF004|MB-RF011
gb|AFJ11385.1|ARO:3002666|rmtF	MB-RF001
gb|AFJ59956.1|ARO:3001988|CTX-M-129	MB-RF034|MB-RF048
gb|AFJ59957.1|ARO:3001989|CTX-M-130	MB-RF034|MB-RF048
gb|AFJ79785.1|ARO:3002171|MIR-6	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AFK08538.1|ARO:3002084|CMY-71	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK08541.1|ARO:3002080|CMY-67	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK13828.1|ARO:3000823|ramA	MB-RF060|MB-RF107
gb|AFK24475.1|ARO:3004632|ADC-62	MB-RF036
gb|AFK24647.1|ARO:3002301|VIM-31	MB-RF035|MB-RF123|MB-RF160
gb|AFK28473.1|ARO:3001485|OXA-207	MB-RF037|MB-RF093|MB-RF100
gb|AFK73431.1|ARO:3002062|CMY-51	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73434.1|ARO:3002088|CMY-75	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73437.1|ARO:3002089|CMY-76	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73443.1|ARO:3002091|CMY-78	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73446.1|ARO:3002092|CMY-79	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73449.1|ARO:3002093|CMY-80	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73452.1|ARO:3002094|CMY-81	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK73455.1|ARO:3002097|CMY-84	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFK80333.1|ARO:3001313|facT	MB-RF086|MB-RF142|MB-RF145
gb|AFK80349.1|ARO:3002354|NDM-3	MB-RF035|MB-RF090|MB-RF123
gb|AFK80745.1|ARO:3002350|GES-21	MB-RF034|MB-RF059
gb|AFK93491.1|ARO:3001345|SHV-144	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFM55000.1|ARO:3001692|OXA-229	MB-RF037|MB-RF093|MB-RF099
gb|AFM55001.1|ARO:3001691|OXA-228	MB-RF037|MB-RF093|MB-RF099
gb|AFM55002.1|ARO:3001693|OXA-230	MB-RF037|MB-RF093|MB-RF099
gb|AFN20670.1|ARO:3001499|OXA-240	MB-RF037|MB-RF093|MB-RF094
gb|AFN21551.1|ARO:3000890|TEM-19	MB-RF034|MB-RF127
gb|AFN65709.1|ARO:3001498|OXA-239	MB-RF037|MB-RF093|MB-RF100
gb|AFN69127.1|ARO:3001058|TEM-199	MB-RF034|MB-RF127
gb|AFN82060.1|ARO:3001091|SHV-33	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFN88952.1|ARO:3001185|SHV-145	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFN88953.1|ARO:3002304|VIM-34	MB-RF035|MB-RF123|MB-RF160
gb|AFO09968.1|ARO:3001476|OXA-184	MB-RF037|MB-RF093
gb|AFO09969.1|ARO:3001477|OXA-185	MB-RF037|MB-RF093
gb|AFO55201.1|ARO:3001679|OXA-241	MB-RF037|MB-RF093|MB-RF101
gb|AFO55202.1|ARO:3001680|OXA-242	MB-RF037|MB-RF093|MB-RF101
gb|AFO59566.1|ARO:3002226|IMP-35	MB-RF035|MB-RF063|MB-RF123
gb|AFO69261.1|ARO:3001984|CTX-M-125	MB-RF034|MB-RF048
gb|AFP89364.1|ARO:3004633|ADC-67	MB-RF036
gb|AFP97028.1|ARO:3002228|IMP-37	MB-RF035|MB-RF063|MB-RF123
gb|AFP97030.1|ARO:3001797|OXA-46	MB-RF037|MB-RF093|MB-RF097
gb|AFP99175.1|ARO:3002303|VIM-33	MB-RF035|MB-RF123|MB-RF160
gb|AFP99885.1|ARO:3002299|VIM-29	MB-RF035|MB-RF123|MB-RF160
gb|AFQ23953.1|ARO:3001186|SHV-147	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23954.1|ARO:3001187|SHV-148	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23955.1|ARO:3001188|SHV-149	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23956.1|ARO:3001189|SHV-150	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23957.1|ARO:3001190|SHV-151	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23958.1|ARO:3001191|SHV-152	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23959.1|ARO:3001192|SHV-153	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23960.1|ARO:3001193|SHV-154	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23961.1|ARO:3001194|SHV-155	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23962.1|ARO:3001195|SHV-156	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23963.1|ARO:3001196|SHV-157	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23964.1|ARO:3001197|SHV-158	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23965.1|ARO:3001198|SHV-159	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23966.1|ARO:3001199|SHV-160	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23967.1|ARO:3001200|SHV-161	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23968.1|ARO:3001201|SHV-162	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23969.1|ARO:3001202|SHV-163	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ23970.1|ARO:3001203|SHV-165	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ31613.1|ARO:3002357|NDM-7	MB-RF035|MB-RF090|MB-RF123
gb|AFQ32277.1|ARO:3001344|SHV-143	MB-RF034|MB-RF113|MB-RF114|MB-RF115
gb|AFQ90085.1|ARO:3001610|OXA-243	MB-RF037|MB-RF093|MB-RF096
gb|AFQ94051.1|ARO:3001991|CTX-M-132	MB-RF034|MB-RF048
gb|AFR33816.1|ARO:3002223|IMP-32	MB-RF035|MB-RF063|MB-RF123
gb|AFR53898.2|ARO:3001551|OXA-364	MB-RF037|MB-RF093|MB-RF096
gb|AFS44742.1|ARO:3001378|TEM-201	MB-RF034|MB-RF127
gb|AFU25632.1|ARO:3002087|CMY-74	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFU25635.1|ARO:3002083|CMY-70	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFU25638.1|ARO:3002096|CMY-83	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFU25641.1|ARO:3002085|CMY-72	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFU25644.1|ARO:3002090|CMY-77	MB-RF036|MB-RF038|MB-RF040|MB-RF038
gb|AFU25647.1|ARO:3001836|ACT-14	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
gb|AFU25650.1|ARO:3001834|ACT-12	MB-RF038|MB-RF043|MB-RF044|MB-RF038|MB-RF044|MB-RF045|MB-RF038|MB-RF038|MB-RF045|MB-RF038|MB-RF044|MB-RF036
